N X_N
133.833750	416.460510
137.725453	425.790466
138.430266	413.350861
138.835328	424.200623
141.262406	442.227356
142.391922	452.049591
144.522359	422.826141
146.666203	437.288025
148.254922	438.342560
148.716266	446.175964
148.821500	443.184479
150.010281	427.213623
151.720344	465.008392
151.777641	430.594086
153.457203	447.819122
155.816187	416.105377
155.889734	450.780365
156.274625	437.599945
156.528875	451.946869
157.101766	433.295074
157.658188	506.718781
158.349328	407.910309
160.040266	459.249939
160.221156	436.192169
160.827391	451.461060
160.906234	487.462646
162.240562	462.528900
162.748797	427.816620
163.368594	467.328644
163.915922	428.815674
164.111281	439.958740
164.683094	473.266632
165.411984	447.473328
165.492500	411.011230
165.927766	534.214233
165.942438	456.651306
166.495437	428.047974
166.679625	459.380157
168.113734	440.958954
169.099766	486.419800
169.655328	468.001495
170.321203	467.751953
170.530391	442.798462
170.534531	419.866699
170.621500	544.011658
172.929563	469.245026
172.932750	488.894836
173.261203	461.728180
174.290969	431.421051
175.855391	545.881775
176.839828	403.004242
180.487734	421.325439
181.460219	527.532837
181.839687	540.824951
182.039156	488.547852
182.781562	516.729431
190.068922	554.142822
191.073781	432.497650
191.825844	436.811279
199.008234	447.781982
199.215781	456.905090
203.561000	496.182220
203.988266	523.400024
204.646141	573.782410
205.602078	441.697571
208.336625	469.933472
210.826141	523.648682
212.079547	601.849792
213.618141	546.056030
214.133625	588.469482
214.182219	412.135529
223.120469	577.760681
223.784109	591.401611
225.734047	630.895752
226.530391	625.210388
226.802953	626.215698
228.234938	578.469727
230.249047	562.944519
230.659828	571.520935
231.379609	547.088135
233.773094	595.158691
234.427063	650.222595
234.957641	638.986206
237.565859	657.230591
238.132859	646.994812
243.397984	581.864075
244.295859	647.436096
245.648422	695.977783
246.097094	703.047607
246.394516	684.413452
246.468344	608.351074
247.250516	570.545593
247.630766	693.737976
247.803672	710.748108
249.919641	546.184265
249.977203	581.362000
250.214234	703.106018
251.283703	697.670227
251.410234	689.206970
252.318625	719.314941
252.904969	643.652405
254.139500	684.529419
254.448750	656.354797
254.773719	700.132263
255.184594	621.407593
255.819984	655.708923
258.302734	680.963623
258.916562	696.924927
259.155594	670.959656
259.393266	695.928711
260.403297	709.584839
261.144844	739.367920
262.574187	705.892273
264.303437	695.078247
264.588937	613.670044
265.418469	700.493469
265.867000	635.597168
267.352406	633.504150
267.985687	702.274841
269.309406	696.180481
271.669844	690.147705
273.369875	705.363220
273.639344	615.000061
274.481875	717.232178
277.904781	694.529114
277.927437	688.218262
278.553094	698.397583
279.148813	695.858582
279.450406	683.881714
280.051938	698.898804
280.294469	704.554016
282.181438	629.443054
282.818969	646.141418
283.011094	646.527588
283.311750	711.539673
283.538656	654.142151
283.798125	656.458130
284.299531	611.171387
284.948281	650.924133
284.965375	712.233582
287.921469	644.612183
288.609750	670.253601
288.892500	707.305298
288.906500	627.131775
290.082250	711.838867
290.259187	684.696594
290.729656	728.820923
291.124687	622.814026
292.043250	741.319031
292.319844	632.689758
292.957813	724.752258
293.195531	624.240356
293.569906	749.704590
293.606781	679.417969
293.772688	712.843384
294.639125	724.120483
294.989000	723.794922
295.079844	721.055603
296.631813	696.422363
296.908906	685.796326
297.514187	682.735291
297.546031	670.780823
297.552969	705.192017
297.710219	733.131897
299.129375	711.070007
299.409969	732.985657
299.935156	718.253662
301.347969	632.859863
302.304156	652.890259
302.336719	705.106812
302.545031	746.284424
303.245688	743.859436
303.502156	733.760742
304.087937	719.921875
304.618469	718.110718
304.969719	713.244690
305.413031	753.462830
306.348313	699.536865
306.782563	647.422913
307.530375	689.702942
307.679688	742.288208
307.814687	745.861450
308.109250	760.099731
308.358875	699.884399
310.122437	719.147522
310.274344	730.188721
310.608250	715.611755
311.946344	735.920349
312.472375	746.782593
312.622063	635.992737
313.239969	726.450684
313.906125	730.933105
314.005844	714.172607
314.588469	714.477844
315.000531	726.458984
315.436688	712.309021
316.233969	721.322876
316.916312	748.174316
317.726687	768.104370
319.127594	686.945312
319.428250	683.195435
320.439062	741.270569
320.838125	681.849976
321.295906	705.092834
323.770531	628.849060
324.413531	694.718506
324.520156	696.034363
325.084375	700.545776
325.472688	727.435608
326.587344	750.578613
327.588469	736.629272
329.012250	727.629639
329.287812	715.663696
329.667875	751.732422
330.925844	727.966187
331.150438	726.355286
332.315094	669.781799
333.278469	766.911865
333.352875	753.257629
334.523188	723.975647
335.016063	722.032349
335.391844	749.701111
336.731094	725.874512
336.963406	739.865479
337.540906	601.554199
337.841844	737.470398
339.520969	758.960571
339.698250	763.799438
340.334969	742.078247
340.390406	770.923889
340.522562	747.194885
341.147438	756.371826
341.470625	646.702148
341.563719	739.295532
